"id","payment_id","region","region_code","circle","circle_code","division_name","division_code","consumer_id","consumer_name","payment_mode","payment_date","punching_date","payment_amount","status","dept_name","dept_code","govrmt_private","arrear_paid","current_bill_paid","status_on_punching","payment_cancelled_date"
1523,399053,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H0386022000,THE SR.DIVN.ELECTRICALENGINEER,E Payment,2024-06-06,2024-06-11,146923,Success, RAILWAYS,G05100,GOVT,0,146923,CONNECTED,
1586,399069,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2132024736,M/S BALAJI ASSOCIATES,Virtual Account,2024-06-11,2024-06-11,407589,Success, NA,"",PVT,0,407589,CONNECTED,
2179,399673,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2290956707,SANJEEVANI STONE CRUSHER,Virtual Account,2024-06-13,2024-06-13,370000,Success,,,PVT,0,370000,CONNECTED,
1420,398968,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291037933,BHARTI AGRO CLUSTER,Virtual Account,2024-06-11,2024-06-11,683174,Success,,,PVT,0,683174,CONNECTED,
2049,399702,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038039,ARUN KUMAR TIWARI,Virtual Account,2024-06-14,2024-06-14,247667,Success,,,PVT,0,247667,CONNECTED,
135,397982,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038337,GARRISON ENGINEER AF AMLA MES,E Payment,2024-06-05,2024-06-06,251868,Success, DEFENCE,G05600,GOVT,0,251868,CONNECTED,
531,398054,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038463,JEET ASIA PVT. LTD.,Virtual Account,2024-06-06,2024-06-06,1524451,Success,,,PVT,0,1524451,CONNECTED,
1130,398590,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038612,FUROZUN FRUITS AND VEGETABLES,Virtual Account,2024-06-10,2024-06-10,913338,Success,,,PVT,0,913338,CONNECTED,
825,398361,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038671,BHARTI AGRO CLUSTER DAIRY UNIT,Virtual Account,2024-06-10,2024-06-10,416301,Success,,,PVT,0,416301,CONNECTED,
85,397606,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038776,BADRI PRASAD MUDGIL,Virtual Account,2024-06-03,2024-06-03,300000,Success,,,PVT,276461.000,23539.000,CONNECTED,
2031,399580,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038776,BADRI PRASAD MUDGIL,Virtual Account,2024-06-13,2024-06-13,496008,Success,,,PVT,197529.000,298479.000,CONNECTED,
1103,398567,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H2291038838,BETUL BIOFUEL PRIVATE LIMITED,Virtual Account,2024-06-10,2024-06-10,742389,Success,,,PVT,0,742389,CONNECTED,
2549,400361,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H3093743756,VISHAL AGRAWAL STONE CRUSHER,Virtual Account,2024-06-29,2024-06-29,42596,Success, NA,"",PVT,42596,0,CONNECTED,
2668,400242,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H3093743756,VISHAL AGRAWAL STONE CRUSHER,Virtual Account,2024-06-28,2024-06-28,85000,Success, NA,"",PVT,79200.000,5800.000,CONNECTED,
2725,400289,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H3747022000,PRACHARYA EKLAVYA ADARSH,E Payment,2024-06-26,2024-06-28,278651,Success, NA,"",PVT,204428.000,74223.000,CONNECTED,
408,397976,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H4167022000,MS.WESTERN COAL FIELD,E Payment,2024-06-03,2024-06-06,8761231,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,8761231,CONNECTED,
137,397983,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H4735017601,THE GARRISSON ENGINEER AIR FORCE,E Payment,2024-06-05,2024-06-06,1555376,Success, DEFENCE,G05600,GOVT,0,1555376,CONNECTED,
1598,399059,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H4977022000,THE SR.DIVN.ELECTRICAL ENGGR CENTRAL RAILWAY,E Payment,2024-06-06,2024-06-11,900557,Success, RAILWAYS,G05100,GOVT,0,900557,CONNECTED,
189,397984,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H5167022000,THE ASSIS. GARRI ENGI. MES,E Payment,2024-06-05,2024-06-06,3211684,Success, DEFENCE,G05600,GOVT,0,3211684,CONNECTED,
1912,399265,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H5609933765,M/S HANUMANT SUGAR PVT.LTD. AT. VILL. JEEN DANORA,Virtual Account,2024-06-11,2024-06-11,291776,Success, NA,"",PVT,0,291776,CONNECTED,
427,397977,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H5977022000,MS WESTERN COAL FIELDS LTD.,E Payment,2024-06-03,2024-06-06,10505254,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,10505254,CONNECTED,
487,397978,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H7018022000,MS WESTERN COAL FIELDS LTD,E Payment,2024-06-03,2024-06-06,5168839,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,3.00,5168836.00,CONNECTED,
2635,400129,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H7018022000,MS WESTERN COAL FIELDS LTD,E Payment,2024-06-26,2024-06-27,1037996,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,1037996,CONNECTED,
1785,399184,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H7548378091,M/S EXECUTIVE ENG. (CIVIL) Cand M S.T.P.S SARNI,E Payment,2024-06-11,2024-06-11,231537,Success,GENERATION COMPANY,G04902,GOVT,0,231537,CONNECTED,
409,397979,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H7707022000,MS WESTERN COAL FIELDS,E Payment,2024-06-03,2024-06-06,12824659,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,12824659,CONNECTED,
114,397980,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H7910232000,MS.WESTERN COAL FIELD,E Payment,2024-06-03,2024-06-06,1191152,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,1191152,CONNECTED,
440,397981,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H8707022000,MS WESTERN COAL FIELDS,E Payment,2024-06-03,2024-06-06,9249869,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,9249869,CONNECTED,
686,398171,Bhopal(BR),"2310100",Betul,"2299500",Betul (N),"2294200",H9707022000,M/S MAHENDRA KUMAR MALVIYA STONE CRUSHER,Virtual Account,2024-06-07,2024-06-07,629296,Success, NA,"",PVT,0,629296,CONNECTED,
2646,400083,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H0797022000,MSBHAWSAR STONE CRUSHER,Virtual Account,2024-06-26,2024-06-26,296165,Success, NA,"",PVT,268239.000,27926.000,CONNECTED,
1017,398798,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H0901872387,SHARDA FIBRE INDUSTRIES,Virtual Account,2024-06-11,2024-06-11,222506,Success, NA,"",PVT,0,222506,CONNECTED,
1551,399070,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H1137022000,MS M.P.VEENIER PVTLTD.,E Payment,2024-06-10,2024-06-11,173242,Success, NA,"",PVT,0,173242,CONNECTED,
1204,398664,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H1339379778,MS SHIVAM STONE CRUSHER,Virtual Account,2024-06-10,2024-06-10,117633,Success, NA,"",PVT,0,117633,CONNECTED,
1784,399181,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H1386022000,THE MANAGER BHOPAL DUGDHA SANGH,RTGS,2024-06-11,2024-06-11,535255,Success, MINING RESOURCES,G02800,GOVT,0,535255,CONNECTED,
2783,400160,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H1617490219,MS. THE EXECUTIVE ENGINEER P.H.E.SUPPLY AT INTAKWELL,NEFT,2024-06-24,2024-06-27,258634,Success,NAGAR PALIKA PARISHAD WATER SUPPLY,G00121,GOVT,256839.000,1795.000,CONNECTED,
1139,398599,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2087022000,M/S.SHREEJEE SUGAR and POWER PVT,Virtual Account,2024-06-10,2024-06-10,254738,Success, NA,"",PVT,0,254738,CONNECTED,
2583,400228,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2291000106,SHRI RAM STONE CRUSHER,Virtual Account,2024-06-28,2024-06-28,200000,Success,,,PVT,184104.000,15896.000,CONNECTED,
1376,398924,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2291038046,TIRUPATI FLOUR MILL,Virtual Account,2024-06-11,2024-06-11,710462,Success,,,PVT,0,710462,CONNECTED,
2593,400185,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2291038084,M/S ZIVISHA HERBAL AND ORGANIC PVT LTD,Virtual Account,2024-06-27,2024-06-27,184245,Success,,,PVT,172417.000,11828.000,CONNECTED,
2036,399585,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2291038530,MAA KALI STONE CRUSHER,SBI Collect,2024-06-11,2024-06-13,452049,Success,,,PVT,0,452049,CONNECTED,
2775,400153,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2293932346,THE PRINCIPAL  GOVT. I.T.I,NEFT,2024-06-19,2024-06-27,72753,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,72753,CONNECTED,
2651,400237,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2797022000,M/S DWARKA INSULATION ,Virtual Account,2024-06-28,2024-06-28,96106,Success, NA,"",PVT,95018.000,1088.000,CONNECTED,
2630,400089,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H2890282111,"BRIJ DAIRY and  BEVERAGES, 138/2,",RTGS,2024-06-26,2024-06-26,394106,Success, NA,"",PVT,30811.000,363295.000,CONNECTED,
2613,400065,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H3468821815,"C.M.O.TAPTI BAIRAJ AT. VILL. SARAD, BETUL",E Payment,2024-06-24,2024-06-26,2825754,Success,NAGAR PALIKA PARISHAD WATER SUPPLY,G00121,GOVT,2350577.00,475177.00,CONNECTED,
577,398107,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H3808031944,SUB DIVISIONAL ENG. INTERNAL TELEPHONE EXCHANGE BS,Virtual Account,2024-06-07,2024-06-07,159145,Success, TELECOM,G05900,GOVT,0,159145,CONNECTED,
2782,400159,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H4114289375,MS THE EXECUTIVE ENGINEER P.H.E. BETUL,NEFT,2024-06-24,2024-06-27,391366,Success,NAGAR PALIKA PARISHAD WATER SUPPLY,G00121,GOVT,177563.000,213803.000,CONNECTED,
939,398475,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H4137022000,THE SUPERINTENDENT,Virtual Account,2024-06-10,2024-06-10,617242,Success, NA,"",PVT,0,617242,CONNECTED,
140,397733,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H5807022000,MS KANTI SHIVA ROLLER FLOUR,Virtual Account,2024-06-04,2024-06-04,2040293,Success, NA,"",PVT,0,2040293,CONNECTED,
2344,399894,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H5926347289,MS. BETUL WIND FARMS LTD,Virtual Account,2024-06-19,2024-06-19,88630,Success, NA,"",PVT,0,88630,CONNECTED,
2139,399636,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H6532021921,DISTICT COLLECTOR BETUL,NEFT,2024-06-12,2024-06-13,86924,Success, COLLECTORATE,"",GOVT,0,86924,CONNECTED,
357,397985,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H6649466538,TUROB TYRE  TUBE INDUSTRIES KOSMI BETUL,NEFT,2024-06-05,2024-06-06,138266,Success, NA,"",PVT,138266,0,CONNECTED,
2764,400150,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H6649466538,TUROB TYRE  TUBE INDUSTRIES KOSMI BETUL,NEFT,2024-06-26,2024-06-27,100000,Success, NA,"",PVT,3752.000,96248.000,CONNECTED,
2774,400152,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H6649466538,TUROB TYRE  TUBE INDUSTRIES KOSMI BETUL,NEFT,2024-06-27,2024-06-27,100000,Success, NA,"",PVT,99339.000,661.000,CONNECTED,
2371,399921,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H6977022000,THE EXE ENGG O AND M MSEB,Virtual Account,2024-06-20,2024-06-20,5689140,Success,DISTRIBUTION COMPANY,G04904,GOVT,0,5689140,CONNECTED,
403,397986,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H7659028264,MS CIVIL SURGEON MAIN GOVT. HOSPITAL  BETUL,NEFT,2024-06-05,2024-06-06,775284,Success,HEALTH DEPARTMENT,G02500,GOVT,0,775284,CONNECTED,
2644,400081,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H7977022000,BETUL WOOD PRODUCTS P.LTD.,Virtual Account,2024-06-26,2024-06-26,46294,Success, NA,"",PVT,43336.000,2958.000,CONNECTED,
2625,400066,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H8167022000,THE CHIEF MUNICIPAL OFFICER,E Payment,2024-06-24,2024-06-26,2174246,Success,NAGAR PALIKA PARISHAD WATER SUPPLY,G00121,GOVT,2088364.000,85882.000,CONNECTED,
2632,400067,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H8167022000,THE CHIEF MUNICIPAL OFFICER,E Payment,2024-06-24,2024-06-26,7067301,Success,NAGAR PALIKA PARISHAD WATER SUPPLY,G00121,GOVT,5835360.000,1231941.000,CONNECTED,
2078,399743,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H8407774119,M/S ORIENTAL NAGPUR BETUL HIGHWAY  PVT. LTD.,Virtual Account,2024-06-14,2024-06-14,91016,Success, NA,"",PVT,681.000,90335.000,CONNECTED,
2302,399848,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-15,2024-06-19,494000,Success, NA,"",PVT,0,494000,CONNECTED,
2264,399817,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-14,2024-06-18,494000,Success, NA,"",PVT,0,494000,CONNECTED,
2286,399816,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-14,2024-06-18,494000,Success, NA,"",PVT,17265.00,476735.00,CONNECTED,
2303,399855,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-15,2024-06-19,494000,Success, NA,"",PVT,0,494000,CONNECTED,
2287,399818,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-14,2024-06-18,494000,Success, NA,"",PVT,0,494000,CONNECTED,
2288,399819,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-14,2024-06-18,494000,Success, NA,"",PVT,0,494000,CONNECTED,
2270,399847,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-15,2024-06-19,494000,Success, NA,"",PVT,0,494000,CONNECTED,
2289,399820,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-14,2024-06-18,494000,Success, NA,"",PVT,0,494000,CONNECTED,
2275,399856,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9167022000,MS BETUL OIL LTD.,SBI Collect,2024-06-15,2024-06-19,80094,Success, NA,"",PVT,0,80094,CONNECTED,
555,398085,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9269845961,MS POWER GRID CORPORATION OF POWER LTD.,Virtual Account,2024-06-07,2024-06-07,375587,Success, POWER,"",GOVT,0,375587,CONNECTED,
1684,399125,Bhopal(BR),"2310100",Betul,"2299500",Betul(S),"2294300",H9916912538,MS KUKRU WIND FIRM LTD.,Virtual Account,2024-06-11,2024-06-11,475677,Success, NA,"",PVT,24963.000,450714.000,CONNECTED,
545,398076,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H1797022000,THE MANAGER,Virtual Account,2024-06-07,2024-06-07,99371,Success, NA,"",PVT,0,99371,CONNECTED,
2703,400135,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H2291037939,RAJENDRA SINGH KILEDAR CONSTRUCTION PVT LTD,Virtual Account,2024-06-27,2024-06-27,503205,Success,,,PVT,472766.000,30439.000,CONNECTED,
938,398474,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H2291038002,KRISH MEMORIAL HOSPITAL,Virtual Account,2024-06-10,2024-06-10,117704,Success,,,PVT,0,117704,CONNECTED,
712,398197,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H2291038657,SURAJ BIOMASS INDUSTRIES,Virtual Account,2024-06-07,2024-06-07,223652,Success,,,PVT,3.00,223649.00,CONNECTED,
2706,400138,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H2291038674,SHRI BALAJI TRADING COMPANY,Virtual Account,2024-06-27,2024-06-27,99594,Success,,,PVT,98168.000,1426.000,CONNECTED,
1148,398608,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H2291038803,GIRIRAJ SUGAR AND BIOENERGY PVT LTD,Virtual Account,2024-06-10,2024-06-10,205029,Success,,,PVT,0,205029,CONNECTED,
2281,399866,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H4087022000,"THE DIRECTOR,MPBOARDCHACKPOST",NEFT,2024-06-18,2024-06-19,386039,Success, NA,"",PVT,0,386039,CONNECTED,
2317,399867,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H4760323699,M/S MP BORDER CHECK POST DEVELOPMENT CO. LTD,NEFT,2024-06-18,2024-06-19,254920,Success, NA,"",PVT,0,254920,CONNECTED,
103,397608,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H5139701557,M/S. RAJENDRA SING KILEDAR CONSTRUCTION,NEFT,2024-04-30,2024-06-03,199292,Success, NA,"",PVT,196637.000,2655.000,CONNECTED,
106,397611,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H5139701557,M/S. RAJENDRA SING KILEDAR CONSTRUCTION,SBI Collect,2024-05-29,2024-06-03,200743,Success, NA,"",PVT,196231.00,4512.00,CONNECTED,
2704,400136,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H5139701557,M/S. RAJENDRA SING KILEDAR CONSTRUCTION,Virtual Account,2024-06-27,2024-06-27,208703,Success, NA,"",PVT,202205.00,6498.00,CONNECTED,
539,398062,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H6137022000,M/S SARODE STONE CRUSHER,Virtual Account,2024-06-06,2024-06-06,162645,Success, NA,"",PVT,0,162645,CONNECTED,
2080,399745,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H6317461717,M/S ORIENTAL NAGPUR-BETUL HIGHWAY,Virtual Account,2024-06-14,2024-06-14,139043,Success, NA,"",PVT,5680.000,133363.000,CONNECTED,
2414,399964,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H6921839399,M/S TAPTI OIL and AGRO INDUSTRIES,Virtual Account,2024-06-23,2024-06-23,2446,Success, NA,"",PVT,0,2446,CONNECTED,
1865,399508,Bhopal(BR),"2310100",Betul,"2299500",Multai,"2294800",H6921839399,M/S TAPTI OIL and AGRO INDUSTRIES,Virtual Account,2024-06-12,2024-06-12,318296,Success, NA,"",PVT,0,318296,CONNECTED,
1389,398937,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0004904111,MS FAB TECH ENGINERING INDUS.,Virtual Account,2024-06-11,2024-06-11,107410,Success, NA,"",PVT,0,107410,CONNECTED,
378,397954,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0034904111,MS BEND JOINTS PRIVATE LMD,Virtual Account,2024-06-06,2024-06-06,162784,Success, NA,"",PVT,0,162784,CONNECTED,
1636,399525,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0054904111,MS ELECTRO AUTO INDUSTRIES,Virtual Account,2024-06-12,2024-06-12,635308,Success, NA,"",PVT,0,635308,CONNECTED,
1762,399182,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0064904111,MS DAYA INDUSTRIES PROP.SHRI,Virtual Account,2024-06-11,2024-06-11,425195,Success, NA,"",PVT,0,425195,CONNECTED,
197,397785,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0124904111,EVONNE INDUSTRIES PRIVATE LIMITED,Virtual Account,2024-06-04,2024-06-04,44684,Success, NA,"",PVT,0,44684,CONNECTED,
1599,399071,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0134904111,THE DY  DIRECTOR VETERINARY SERVICE KUKKUT RESEARC,NEFT,2024-06-10,2024-06-11,73700,Success,HEALTH DEPARTMENT,G02500,GOVT,0,73700,CONNECTED,
912,398448,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0144904111,MS FITWELL CORPORATION PLOT,Virtual Account,2024-06-10,2024-06-10,271110,Success, NA,"",PVT,0,271110,CONNECTED,
1291,398751,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0154904111,SHRI VISHAKARMA FABRICATORS,Virtual Account,2024-06-10,2024-06-10,59135,Success, NA,"",PVT,0,59135,CONNECTED,
613,398121,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0244904111,MS PAWAN TANAY SHIKSHA,RTGS,2024-06-06,2024-06-07,332581,Success, NA,"",PVT,0,332581,CONNECTED,
1601,399073,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0544265222,TRINITY INSTITUTE OF EDUCATION,E Payment,2024-06-10,2024-06-11,269051,Success, NA,"",PVT,0,269051,CONNECTED,
2673,400247,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0583904111,MS PARIDHI   INDUSTRIES,Virtual Account,2024-06-28,2024-06-28,196935,Success, NA,"",PVT,184398.000,12537.000,CONNECTED,
1786,399186,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0683904111,MS ADITYA FOOD PRODUCTS.,E Payment,2024-06-11,2024-06-11,256418,Success, NA,"",PVT,0,256418,CONNECTED,
1178,398638,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0773904111,THE SECRETARY WARDHMAN  EDUCATIONA,Virtual Account,2024-06-10,2024-06-10,379380,Success, NA,"",PVT,0,379380,CONNECTED,
2141,399638,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0793904111,MS SINDHU TRADE LINK LTD.,E Payment,2024-06-12,2024-06-13,258120,Success, NA,"",PVT,0,258120,CONNECTED,
602,398275,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0804904111,THE COMMANDANT .DSCC CO GARRISON  ENGINEER,Virtual Account,2024-06-10,2024-06-10,1333581,Success, DEFENCE,G05600,GOVT,0,1333581,CONNECTED,
955,398491,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0814904111,MS ADARSH PRINTER  PVT.LMTD.,Virtual Account,2024-06-10,2024-06-10,693270,Success, NA,"",PVT,0,693270,CONNECTED,
1706,399147,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0893904111,"MS W.ENTERPRISES ,",Virtual Account,2024-06-11,2024-06-11,280402,Success, NA,"",PVT,0,280402,CONNECTED,
1422,398970,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0904904111,MS TESLA POWER EQUIPMENTS PROJECTS PVT.LTD.,Virtual Account,2024-06-11,2024-06-11,344225,Success, NA,"",PVT,0,344225,CONNECTED,
795,398331,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0914904111,MS MULTI TECH HEAVY ENGINGR.,Virtual Account,2024-06-10,2024-06-10,248261,Success, NA,"",PVT,0,248261,CONNECTED,
121,397625,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0993904111,MS H.L.PASSEY ENGINEERING P,Virtual Account,2024-06-03,2024-06-03,121428,Success, NA,"",PVT,0,121428,CONNECTED,
2535,400204,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H0993904111,MS H.L.PASSEY ENGINEERING P,Virtual Account,2024-06-28,2024-06-28,117921,Success, NA,"",PVT,0,117921,CONNECTED,
1825,399566,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1054904111,OMEGA RENK BEARING PVT. LTD.,Virtual Account,2024-06-13,2024-06-13,3427804,Success, NA,"",PVT,0,3427804,CONNECTED,
1824,399565,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1054904111,OMEGA RENK BEARING PVT. LTD.,Virtual Account,2024-06-13,2024-06-13,25593,Success, NA,"",PVT,0,25593,CONNECTED,
291,397668,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1064904111,BHEL FACTORY,Virtual Account,2024-06-03,2024-06-03,36957178,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,36957178,CONNECTED,
1536,399397,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1134904111,MS SHREE KUSHAL FABRICATORS,SBI Collect,2024-06-10,2024-06-12,47969,Success, NA,"",PVT,0,47969,CONNECTED,
1666,399448,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1164904111,PRECISION ENGINEERING COMPONEN,SBI Collect,2024-06-11,2024-06-12,49726,Success, NA,"",PVT,0,49726,CONNECTED,
1552,399398,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1615236587,MS JUHI ELECTRICALS PVT.LTD.,SBI Collect,2024-06-10,2024-06-12,38885,Success, NA,"",PVT,0,38885,CONNECTED,
2444,399998,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1671731443,M/S R.A.ENTERPRISES,Virtual Account,2024-06-24,2024-06-24,425977,Success, NA,"",PVT,30023.000,395954.000,CONNECTED,
2771,400277,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal East,"2304400",H1783904111,MS UNITED ENGINEERING INDUST.,Virtual Account,2024-06-28,2024-06-28,184023,Success, NA,"",PVT,172631.000,11392.000,CONNECTED,
